code,title,affectedPart,severity,problem,symptoms,actions,location
P062F,Internal Control Module EEPROM Error,ECM,critical,"The ECM detects an internal error within its Electrically Erasable Programmable Read-Only Memory (EEPROM), affecting stored vehicle data and calibration.",Engine non-start; Loss of learned parameters; Difficulty programming keys,Check ECM power and ground; Attempt ECM reflash/reprogram; Replace ECM,Located under the seat or behind a side panel
P1300,Ignition Coil Fault - Generic,Ignition Coil,warning,"The ECM detects a general fault within the ignition system, often related to the primary or secondary circuit of the ignition coil. Common across various Hero models.",Engine misfire; Reduced power; Poor fuel economy,Check spark plug and cap; Inspect ignition coil wiring; Replace ignition coil,Mounted near the spark plug
P1400,Barometric Pressure Sensor Circuit Intermittent,BARO Sensor,warning,"The ECM detects intermittent or erratic signals from the barometric pressure sensor. This affects fuel mixture compensation for altitude on Hero bikes.",Slight loss of power at varying altitudes; Reduced fuel efficiency; Engine runs rich/lean intermittently,Check BARO sensor wiring; Inspect sensor for loose connections; Replace BARO sensor,Often integrated with the MAP sensor or within the ECM
P1610,Immobilizer System Malfunction,Immobilizer System,critical,"The ECM detects a fault in the immobilizer system, preventing the engine from starting for security reasons. Relevant for Hero models with anti-theft systems.",Engine cranks but won't start; Security light flashes; Unable to start bike with correct key,Check key transponder; Inspect immobilizer antenna; Reprogram immobilizer system,Pertains to the immobilizer control unit and antenna ring
P1611,Immobilizer - Key Not Registered,Immobilizer System,critical,"The ECM detects that the inserted key is not registered with the immobilizer system, preventing engine start. Specific to Hero models with immobilizers.",Engine cranks but won't start; Security light flashes; No ignition spark,Try spare key; Check key transponder; Register key with diagnostic tool,Pertains to the immobilizer control unit and key
P1620,Sensor Reference Voltage 'A' Circuit,ECM/Sensors,critical,"The ECM detects an issue with the reference voltage supplied to multiple sensors. This affects the accuracy and operation of critical engine sensors on Hero bikes.",Multiple sensor-related codes; Engine performance issues; Engine stalls,Check for shorts in sensor wiring; Disconnect sensors one by one to isolate; Replace faulty sensor or ECM,Pertains to the ECM's internal voltage regulation and sensor circuits
P1630,Knock Sensor Circuit Malfunction (Bank 1),Knock Sensor,warning,"The ECM detects an issue with the knock sensor circuit, preventing it from detecting engine knocking/detonation. This can lead to engine damage if not addressed on Hero's performance bikes.",Reduced engine power; Engine pinging/knocking sound; ECM may retard timing excessively,Check knock sensor wiring; Test sensor resistance; Replace knock sensor,Mounted on the engine block
P1650,ECM Internal Fault (General),ECM,critical,"The ECM detects a general internal fault that does not correspond to a specific internal error code. This usually indicates a broad hardware or software problem.",Engine non-start; Intermittent engine operation; Erratic sensor readings,Check ECM power and ground connections; Attempt ECM reflash; Replace ECM,Located under the seat or behind a side panel
P0443,EVAP Purge Control Valve Circuit,EVAP Purge Valve,info,"The ECM detects an electrical fault in the EVAP purge control valve circuit, affecting the management of fuel tank vapors.",Check Engine Light (CEL); Minor increase in emissions; No impact on bike performance,Check purge valve wiring for shorts/opens; Test solenoid resistance; Replace purge valve,Near the charcoal canister
P0615,Starter Relay Circuit,Starter Relay/Circuit,warning,"The ECM detects an issue with the starter relay circuit, preventing the starter motor from engaging. Affects starting sequence on Hero motorcycles.",Engine won't crank; No click from starter relay; Headlights dim when attempting to start,Check starter relay fuse; Inspect starter relay wiring; Replace starter relay,Near the battery or under the seat
P061C,Internal Control Module Engine RPM Performance,ECM,critical,"The ECM detects an internal performance issue related to engine RPM calculation or processing. This can lead to severe engine control problems on Hero bikes.",Erratic engine RPM; Engine stalls; Unpredictable acceleration,Check ECM power and ground; Attempt ECM reflash; Replace ECM,Located under the seat or behind a side panel
